text,doctor
"""fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf""",General Physician
"""In most cases laryngitis symptoms last less than a couple of weeks and are caused by something minor, such as a virus. Less often",General Physician
"""joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain""",Gastroenterologist
"""fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,muscle_weakness,irritability,abnormal_menstruation""",General Physician
"""vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise",Gastroenterologist
"""I have a chronic cough, back ache, and limb weakness. I also have disorientation and balance loss, and my neck hurts.""",General Physician
"""continuous_sneezing,shivering,chills,watering_from_eyes""",ENT
"""itching,vomiting,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
"""vomiting,breathlessness,sweating,chest_pain""",Gastroenterologist
"""itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise",Dermatologist
"""I've been having headaches, chest pain, and dizziness. I've also been having trouble concentrating and focusing on my tasks.""",General Physician
"""stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain""",Gastroenterologist
"""burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine""",General Physician
"""continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure",ENT
I have had diarrhea for a few days now. It is very watery and smells bad. I also have a severe headache and feel like vomiting.,Gastroenterologist
"""itching,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,abdominal_pain""",Gastroenterologist
"""Acute sinusitis signs and symptoms often include: Thick",ENT
Signs and symptoms of astigmatism may include: Blurred or distorted vision Eyestrain or discomfort Headaches Difficulty with night vision Squinting ,General Physician
"""muscle_wasting,patches_in_throat,high_fever""",ENT
"""fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation""",General Physician
I have been urinating blood. I sometimes feel sick to my stomach when I urinate. I often feel like I have a fever.,Gastroenterologist
"""I have a high fever, chills, nausea, and a headache. I also have muscle aches and a lot of sweating.""",General Physician
"""chills,vomiting,fatigue,weight_loss,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise",Gastroenterologist
"""muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking""",Orthopedic
"""vomiting,indigestion,loss_of_appetite,abdominal_pain,internal_itching""",Gastroenterologist
I've been having trouble healing from my wound. My hands and feet have been tingling and going numb. I've also been feeling very weak.,General Physician
"""fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties",ENT
"""skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,red_spots_over_body""",Gastroenterologist
Signs and symptoms of floor of the mouth cancer can include: Mouth pain Sores in your mouth that won't heal Loose teeth Pain when you swallow Weight,General Physician
"""joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking""",General Physician
"""continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure",ENT
"""My muscles have been weak, and my neck has been stiff. My joints are swollen and it's hard to move around. Walking is really painful.""",General Physician
"""I have been having headaches and digestive issues, including acid reflux and indigestion, for a while now. I also have a sore neck, depression",General Physician
"""joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain""",Gastroenterologist
I feel like I'm going to throw up after I eat. I have a lot of pain in my abdomen and I have really bad acid reflux.,General Physician
"""constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus""",General Physician
"""fatigue,weight_gain,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability",General Physician
"""itching,skin_rash,stomach_pain,burning_micturition,spotting__urination""",Gastroenterologist
"""fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf""",General Physician
"""muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts""",ENT
"""vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching""",Gastroenterologist
"""joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking""",General Physician
"""skin_rash,blister,red_sore_around_nose,yellow_crust_ooze""",Dermatologist
"""stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain""",Gastroenterologist
"""I've been really itchy lately and there are these rashy spots all over my skin. There are also some areas that look different in shade than the rest",Dermatologist
"""muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking""",Orthopedic
"""acidity,indigestion,headache,blurred_and_distorted_vision,stiff_neck,depression,irritability,visual_disturbances""",Gastroenterologist
"""skin_rash,stomach_pain,burning_micturition,spotting__urination""",Gastroenterologist
"""itching,skin_rash,nodal_skin_eruptions,dischromic__patches""",Dermatologist
"""vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching""",Gastroenterologist
"""vomiting,breathlessness,sweating,chest_pain""",Gastroenterologist
"""chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum""",General Physician
I've been having stiffness and weakness in my neck muscles. My joints are stiff and it's hard to move them. Walking is also painful.,Orthopedic
"""joint_pain,neck_pain,knee_pain,hip_joint_pain,painful_walking""",General Physician
"""A broken wrist might cause these signs and symptoms: Severe pain that might worsen when gripping or squeezing or moving your hand or wrist Swelling",General Physician
"""I've been having visual disruptions, seeing things as distorted, and eyesight difficulties.""",General Physician
"""I've been feeling really sick. I have a fever, chills, and my stomach hurts really bad. I've been feeling this way for a few days now",Gastroenterologist
"""vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload""",Gastroenterologist
"""chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain""",Gastroenterologist
"""skin_rash,pus_filled_pimples,scurring""",Dermatologist
"""joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain""",Gastroenterologist
"""itching,skin_rash,stomach_pain,burning_micturition,spotting__urination""",Gastroenterologist
"""I have a sour taste in my mouth, even when I haven't eaten anything acidic. I also get hiccups and a feeling of a lump in my throat.""",ENT
"""chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum""",General Physician
"""skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain",Gastroenterologist
"""Ataxia can develop over time or come on suddenly. Ataxia is a sign of several neurological disorders and can cause: Poor coordination Walking unstea",General Physician
"""chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum""",General Physician
"""headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration""",General Physician
"""vomiting,sunken_eyes,dehydration,diarrhoea""",Gastroenterologist
"""chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion",ENT
"""stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain""",Gastroenterologist
"""muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking""",Orthopedic
"""weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression",ENT
"""Aortic dissection symptoms may be similar to those of other heart problems",General Physician
"""muscle_wasting,patches_in_throat,high_fever""",ENT
"""back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance""",General Physician
"""fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf""",General Physician
"""I've been scratching myself a lot lately",General Physician
"""itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body""",Dermatologist
"""I have red, scaly patches on my skin that are itchy and painful. They are mostly on my knees, elbows, and arms",Dermatologist
"""skin_rash,pus_filled_pimples,scurring""",Dermatologist
"""vomiting,sunken_eyes,dehydration,diarrhoea""",Gastroenterologist
"""I have been feeling very sick for the past few days. I have been vomiting, I have no energy",Gastroenterologist
I have been vomiting and having diarrhea for the past week. I have also lost a lot of weight and have a high fever. I have a headache and my stomach h,Gastroenterologist
"""The most common signs and symptoms of arthritis involve the joints. Depending on the type of arthritis",General Physician
"""chills,vomiting,fatigue,weight_loss,cough,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm",Gastroenterologist
"""skin_rash,blister,red_sore_around_nose,yellow_crust_ooze""",Dermatologist
"""Postpartum preeclampsia can be difficult to detect on your own. Many women who experience postpartum preeclampsia show no signs or symptoms during pr",General Physician
"""chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,toxic_look_(typhos),belly_pain""",Gastroenterologist
"""skin_rash,pus_filled_pimples,scurring""",Dermatologist
I have a rash on my chest and back and it itches. I also have dry skin that sometimes flakes and leaves marks on my body.,Dermatologist
"""itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain""",Gastroenterologist
"""fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum""",General Physician
"""joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
"""constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool""",General Physician
"""constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool""",General Physician
"""skin_rash,pus_filled_pimples,scurring""",Dermatologist
"""vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability",Psychiatrist
"""muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts""",ENT
"""vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability",Psychiatrist
"""I have a fever, vomiting, chills",Gastroenterologist
"""I've been having a headache, chest pain, and feeling unstable and off balance. I've also been feeling unwell and having problems focusing.""",General Physician
"""I have a strong urge to urinate frequently, especially at night. My urine is cloudy and has a strong odor. I also have a fever.""",General Physician
"""vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload""",Gastroenterologist
"""stiff_neck,swelling_joints,movement_stiffness,painful_walking""",Orthopedic
"""skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body""",Dermatologist
I have a rash all over my body that is really itchy. I also have some bumps that are firm and some patches that are a different color than the rest of,Dermatologist
"""fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum""",General Physician
I have red sores on my face and near my nose. The rash is spreading quickly on my neck and chest.,Dermatologist
I have been feeling very sick lately. I have been having chest pain and I feel very nauseous. I also sweat a lot.,General Physician
"""burning_micturition,bladder_discomfort,foul_smell_of_urine""",General Physician
"""continuous_sneezing,shivering,chills,watering_from_eyes""",ENT
"""back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance""",General Physician
I have diarrhea and a severe pain in my belly. I don't want to eat anything and I have a headache.,Gastroenterologist
"""I have a dry cough that won't go away. I also get infections that don't seem to heal, and I have palpitations. My throat hurts sometimes",ENT
"""fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties",ENT
"""vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain""",Gastroenterologist
"""fatigue,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression",ENT
"""vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness""",Gastroenterologist
"""fatigue,weight_gain,cold_hands_and_feets,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression",ENT
"""itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion",Dermatologist
"""skin_rash,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain",Gastroenterologist
"""joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain""",Gastroenterologist
"""itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain""",Gastroenterologist
"""fatigue,cough,breathlessness,family_history,mucoid_sputum""",General Physician
"""fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties",ENT
"""itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
"""vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching""",Gastroenterologist
I've been feeling really sick and tired. I've lost weight and have a fever. My urine is dark and my skin is yellow. I've also been having stomach pain,Gastroenterologist
"""vomiting,sunken_eyes,dehydration,diarrhoea""",Gastroenterologist
"""           Bullous impetigo       Open pop-up dialog box           Close    Bullous impetigo   Bullous impetigo Bullous impetigo causes fluid-filled b",General Physician
"""itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise",Dermatologist
"""vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness""",Gastroenterologist
"""I've been vomiting for a few days now and I've been feeling really sick. I have stomach pains and dizziness, and I've lost my appetite. My arms",Gastroenterologist
"""The severity of symptoms can vary greatly between people with CVID. Symptoms of common variable immunodeficiency may appear during childhood or adole",General Physician
"""itching,skin_rash,stomach_pain,burning_micturition,spotting__urination""",Gastroenterologist
"""joint_pain,neck_pain,hip_joint_pain,swelling_joints,painful_walking""",General Physician
"""vomiting,breathlessness,chest_pain""",Gastroenterologist
"""stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain""",Gastroenterologist
"""itching,nodal_skin_eruptions,dischromic__patches""",Dermatologist
"""fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history""",Dermatologist
"""constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus""",General Physician
"""joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma",Gastroenterologist
"""skin_rash,pus_filled_pimples,blackheads,scurring""",Dermatologist
"""joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
"""chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes",Gastroenterologist
"""skin_rash,pus_filled_pimples,blackheads,scurring""",Dermatologist
"""skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails""",Dermatologist
"""vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness""",Gastroenterologist
"""stomach_pain,ulcers_on_tongue,vomiting,cough,chest_pain""",Gastroenterologist
"""I've been coughing a lot and I can't seem to get rid of it. I'm also short of breath and I've been coughing up a lot of thick",General Physician
"""I'm experiencing extreme body pain, headache and vomiting. I've developed red spots all over my body and I'm very itchy.""",Gastroenterologist
"""itching,skin_rash,fatigue,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body""",Dermatologist
"""vomiting,headache,altered_sensorium""",Gastroenterologist
"""I've been having a lot of trouble with my neck. It's been hurting",General Physician
"""fatigue,weight_loss,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria""",General Physician
I have a bad cold. I've been sneezing a lot and I have a sore throat. I also have a lot of mucus in my nose and throat. My neck is a little swollen an,ENT
I have a rash all over my body that is itchy and painful. I also have a fever and feel tired.,Dermatologist
"""vomiting,sunken_eyes,dehydration,diarrhoea""",Gastroenterologist
"""vomiting,fatigue,anxiety,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability",Psychiatrist
"""joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain""",Gastroenterologist
"""itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise",Dermatologist
"""itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body""",Dermatologist
"""chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain""",Gastroenterologist
"""continuous_sneezing,shivering,chills,watering_from_eyes""",ENT
"""           Cervicitis       Open pop-up dialog box           Close    Cervicitis   Cervicitis With cervicitis, an inflammation of your cervix",General Physician
"""chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos)""",Gastroenterologist
"""You can have emphysema for many years without noticing any signs or symptoms. The main symptom of emphysema is shortness of breath",General Physician
"""headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration""",General Physician
"""fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria""",General Physician
"""vomiting,headache,altered_sensorium""",Gastroenterologist
"""joint_pain,vomiting,fatigue,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
"""itching,vomiting,fatigue,weight_loss,yellowish_skin,dark_urine,abdominal_pain""",Gastroenterologist
"""skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails""",Dermatologist
"""constipation,pain_in_anal_region,bloody_stool,irritation_in_anus""",General Physician
"""burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine""",General Physician
"""I have rashes on my skin, which itch when I touch them. My joints pain all day and I don't feel good. At night, I have mild fever and get chills",Dermatologist
"""constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus""",General Physician
"""fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf""",General Physician
"""           Swollen lymph nodes       Open pop-up dialog box           Close    Swollen lymph nodes   Swollen lymph nodes One of the most common places",General Physician
"""itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
"""skin_rash,pus_filled_pimples,blackheads,scurring""",Dermatologist
"""chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain""",Gastroenterologist
"""joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain""",Gastroenterologist
"""Small vessel disease signs and symptoms include: Chest pain, squeezing or discomfort (angina)",General Physician
"""fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria""",General Physician
"""fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history""",Dermatologist
I've been having a lot of headaches and dizziness lately. I also feel like I'm not able to focus as well as I used to.,General Physician
"""Most people experience no symptoms. When symptoms do occur, they typically include pain and stiffness in the neck. Sometimes",Orthopedic
"""continuous_sneezing,shivering,chills,watering_from_eyes""",ENT
"""joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
"""chills,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm",General Physician
"""chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain""",Gastroenterologist
"""vomiting,breathlessness,sweating,chest_pain""",Gastroenterologist
"""fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties",ENT
"""muscle_wasting,patches_in_throat,high_fever""",ENT
"""headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration""",General Physician
"""itching,skin_rash,nodal_skin_eruptions,dischromic__patches""",Dermatologist
"""vomiting,sunken_eyes,dehydration,diarrhoea""",Gastroenterologist
"""fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria""",General Physician
"""muscle_wasting,patches_in_throat,extra_marital_contacts""",ENT
"""Chondrosarcoma tends to grow slowly, so it might not cause signs and symptoms at first. When they occur",General Physician
"""skin_rash,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails""",Dermatologist
"""back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance""",General Physician
"""My muscles are weak, and my neck is stiff. My joints are swollen, and it's hard to move around. Walking is uncomfortable.""",General Physician
"""vomiting,yellowish_skin,abdominal_pain,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload""",Gastroenterologist
"""           Genital herpes       Open pop-up dialog box          Close    Genital herpes   Genital herpes Sores associated with genital herpes can be",General Physician
"""fatigue,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression",ENT
"""I've been having migraines and headaches, and I can't sleep. My muscles are twitching and trembling, and I feel dizzy.""",Dermatologist
"""muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking""",Orthopedic
"""vomiting,headache,weakness_of_one_body_side,altered_sensorium""",Gastroenterologist
"""back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance""",General Physician
"""skin_rash,pus_filled_pimples,blackheads,scurring""",Dermatologist
"""Signs and symptoms of a stye include: A red lump on your eyelid that is similar to a boil or a pimple Eyelid pain Eyelid swelling Tearing Another c",General Physician
"""muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts""",ENT
"""fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria""",General Physician
"""Myelofibrosis usually develops slowly. In its very early stages",General Physician
"""vomiting,fatigue,anxiety,sweating,headache,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability",Psychiatrist
"""fatigue,yellowish_skin,nausea,loss_of_appetite,family_history""",Dermatologist
"""fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum""",General Physician
"""itching,skin_rash,fatigue,lethargy,high_fever,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body""",Dermatologist
"""vomiting,sunken_eyes,dehydration,diarrhoea""",Gastroenterologist
"""chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain",Gastroenterologist
"""back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance""",General Physician
"""vomiting,headache,weakness_of_one_body_side,altered_sensorium""",Gastroenterologist
"""skin_rash,pus_filled_pimples,blackheads,scurring""",Dermatologist
"""vomiting,breathlessness,sweating""",Gastroenterologist
"""skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze""",Dermatologist
"""itching,skin_rash,nodal_skin_eruptions,dischromic__patches""",Dermatologist
"""continuous_sneezing,chills,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose",ENT
"""I've been having a fever for a few days now, and it's been getting worse. I'm also really itchy",General Physician
"""itching,skin_rash,stomach_pain,burning_micturition,spotting__urination""",Gastroenterologist
"""chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum""",General Physician
"""Prediabetes doesn't usually have any signs or symptoms. One possible sign of prediabetes is darkened skin on certain parts of the body. Affected area",Dermatologist
"""Common signs and symptoms of chronic sinusitis include: Nasal inflammation Thick",ENT
"""chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum""",General Physician
"""acidity,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances""",Gastroenterologist
"""muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts""",ENT
"""Measles signs and symptoms appear around 10 to 14 days after exposure to the virus. Signs and symptoms of measles typically include: Fever Dry cough",General Physician
"""vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload""",Gastroenterologist
"""I've been having stiffness and weakness in my neck muscles lately. My joints have gotten stiff",Orthopedic
"""acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances""",Gastroenterologist
"""muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts""",ENT
"""itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain""",Gastroenterologist
"""back_pain,neck_pain,dizziness,loss_of_balance""",General Physician
"""muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts""",ENT
"""fatigue,weight_gain,cold_hands_and_feets,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression",ENT
"""back_pain,neck_pain,dizziness,loss_of_balance""",General Physician
"""continuous_sneezing,shivering,chills,watering_from_eyes""",ENT
"""I have a sour taste in my mouth all the time",General Physician
I've been having a lot of trouble breathing lately. I've been coughing up a lot of phlegm and my chest feels tight. I'm also feeling really tired and,General Physician
"""itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise",Dermatologist
I have small red spots all over my body. I'm worried about them. I'm also very tired and have a mild fever every night.,General Physician
"""headache,dizziness,loss_of_balance,lack_of_concentration""",General Physician
"""joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking""",General Physician
"""continuous_sneezing,shivering,chills""",ENT
"""vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise",Gastroenterologist
"""fatigue,cramps,bruising,obesity,swollen_blood_vessels,prominent_veins_on_calf""",General Physician
"""Both psoriatic arthritis and psoriasis are chronic diseases that worsen over time. However",General Physician
I've been having a runny nose and a sore throat for a few days now. I also feel like I have a fever and my body aches.,ENT
"""I've been feeling really tired and achy, and I can't seem to shake this cough. When I cough",General Physician
